Subject Code,Section,Course Title,Units,Time,Room,Instructor,Max No,Lang,Level,Free Slots,Remarks,S,P
CEPP 312,YW,HISTORY AND PHILOSOPHY OF CATHOLIC EDUCATION,3,"W 1700-2000
(FULLY ONLINE)",TBA,"ALVAREZ, SJ, FR. FRANCIS, PALACIOS, ROWENA ANTHEA A.",20,ENG,G,20,"*Learning Collaboratory ONSITE Schedule: November 21, 22, & 23, 2024; 8:00 AM-5:00 PM",N,N
CEPP 315,GTH,PERSONAL STAFF FORMATION AND PROFESSIONAL DEVELOPMENT IN CATHOLIC SCHOOLS,3,"TH 1700-2000
(FULLY ONLINE)",TBA,"SUMPAICO SJ, Joaquin Jose M III",20,ENG,G,20,"*Learning Collaboratory ONSITE Schedule: September 19, 20, & 21, 2024; 8:00 AM-5:00 PM",N,N
EDUC 201.1,PT,FOUNDATIONS OF EDUCATION: SOCIAL DIMENSION OF EDUCATION,3,"T 1700-2000
(FULLY ONLINE)",TBA,"ALVAREZ, SJ, FR. FRANCIS",20,ENG,G,20,"*Learning Collaboratory ONSITE Schedule: October 19, 25, & 26, 2024; 8:00 AM-5:00 PM",N,N
